단어,빈도,점수,빈도정규화,유사도점수,최종점수
직접,2,1.0,0.032258063475546335,0.76,0.7585
손잡이,2,1.0,0.032258063475546335,0.76,0.7585
지명,2,1.0,0.032258063475546335,0.76,0.7585
위원회,2,0.3333,0.032258063475546335,0.7,0.3464
오렌지색,2,1.0,0.032258063475546335,0.76,0.7585
구속력,2,1.0,0.032258063475546335,0.76,0.7585
상부,2,1.0,0.032258063475546335,0.76,0.7585
몰리브덴,2,1.0,0.032258063475546335,0.76,0.7585
총지배인,2,1.0,0.032258063475546335,1.0,0.8065
아르,2,1.0,0.032258063475546335,0.7,0.7465
페스,2,1.0,0.032258063475546335,0.7,0.7465
표준,2,1.0,0.032258063475546335,1.0,0.8065
요청,2,0.3333,0.032258063475546335,1.0,0.4064
페트,2,1.0,0.032258063475546335,1.0,0.8065
베스트,2,1.0,0.032258063475546335,1.0,0.8065
중심지,2,1.0,0.032258063475546335,1.0,0.8065
조물,2,1.0,0.032258063475546335,0.76,0.7585
예테보리,2,1.0,0.032258063475546335,0.76,0.7585
까다롭다,2,1.0,0.032258063475546335,0.76,0.7585
보험사,2,0.0,0.032258063475546335,0.6094561820341425,0.1283
지표,2,1.0,0.032258063475546335,0.76,0.7585
레저,2,1.0,0.032258063475546335,0.76,0.7585
적극,2,1.0,0.032258063475546335,0.76,0.7585
엔드,2,1.0,0.032258063475546335,1.0,0.8065
도입,2,1.0,0.032258063475546335,0.76,0.7585
기초,2,1.0,0.032258063475546335,0.76,0.7585
대회,2,1.0,0.032258063475546335,0.7,0.7465
사회,2,1.0,0.032258063475546335,0.76,0.7585
연금,2,0.3333,0.032258063475546335,0.7,0.3464
강점,2,1.0,0.032258063475546335,0.7,0.7465
스카니아,2,1.0,0.032258063475546335,1.0,0.8065
건의,2,0.3333,0.032258063475546335,1.0,0.4064
스위스,2,1.0,0.032258063475546335,0.76,0.7585
도로,2,1.0,0.032258063475546335,0.76,0.7585
난방,2,-0.2,0.032258063475546335,0.76,0.0385
말레이시아,2,1.0,0.032258063475546335,0.9333400000000001,0.7931
사바,2,1.0,0.032258063475546335,0.76,0.7585
인더스,2,1.0,0.032258063475546335,0.76,0.7585
재건,2,1.0,0.032258063475546335,0.76,0.7585
허다,2,0.0,0.032258063475546335,0.76,0.1585
친밀하다,2,1.0,0.032258063475546335,0.76,0.7585
씨티,2,1.0,0.032258063475546335,0.76,0.7585
우토쿰푸,2,0.3333,0.032258063475546335,0.6830127018922194,0.343
문화,2,1.0,0.032258063475546335,1.0,0.8065
이름,2,1.0,0.032258063475546335,0.76,0.7585
일렉트로,2,1.0,0.032258063475546335,0.76,0.7585
피치,2,1.0,0.032258063475546335,0.76,0.7585
파이오니어,2,1.0,0.032258063475546335,0.7216294557539051,0.7508
도서관,2,1.0,0.032258063475546335,0.76,0.7585
콘텐츠,2,1.0,0.032258063475546335,0.7,0.7465
수여,2,1.0,0.032258063475546335,0.76,0.7585
예술,2,1.0,0.032258063475546335,0.76,0.7585
좋아하다,2,1.0,0.032258063475546335,0.76,0.7585
교육,2,1.0,0.032258063475546335,0.76,0.7585
쿠퍼,2,1.0,0.032258063475546335,0.76,0.7585
껑충,2,1.0,0.032258063475546335,0.76,0.7585
국립,2,1.0,0.032258063475546335,0.76,0.7585
뛰다,2,1.0,0.032258063475546335,0.76,0.7585
농기,2,1.0,0.032258063475546335,0.76,0.7585
목록,2,1.0,0.032258063475546335,0.76,0.7585
나라,2,1.0,0.032258063475546335,0.76,0.7585
아스포콤프,2,0.0,0.032258063475546335,1.0,0.2065
바이아,2,1.0,0.032258063475546335,0.7658593737879901,0.7596
보호,2,1.0,0.032258063475546335,1.0,0.8065
혐의,2,0.0,0.032258063475546335,1.0,0.2065
코어,2,1.0,0.032258063475546335,0.76,0.7585
포흐욜라,2,1.0,0.032258063475546335,0.76,0.7585
해치,2,1.0,0.032258063475546335,0.76,0.7585
활성화,2,0.3333,0.032258063475546335,0.76,0.3584
수송,2,1.0,0.032258063475546335,1.0,0.8065
디바,2,1.0,0.032258063475546335,0.76,0.7585
아랍에미리트,2,1.0,0.032258063475546335,1.0,0.8065
후지,2,1.0,0.032258063475546335,1.0,0.8065
폐수,2,1.0,0.032258063475546335,0.76,0.7585
엔지니어,2,1.0,0.032258063475546335,0.76,0.7585
유망,2,1.0,0.032258063475546335,0.76,0.7585
요소,2,1.0,0.032258063475546335,0.76,0.7585
카르,2,-0.2,0.032258063475546335,1.0,0.0865
뱅크,2,-0.2,0.032258063475546335,0.76,0.0385
두브나,2,1.0,0.032258063475546335,0.76,0.7585
바운드,2,1.0,0.032258063475546335,0.76,0.7585
뱅킹,2,1.0,0.032258063475546335,0.76,0.7585
준수,2,1.0,0.032258063475546335,0.76,0.7585
색상,2,1.0,0.032258063475546335,0.76,0.7585
제어,2,1.0,0.032258063475546335,0.76,0.7585
가지다,2,1.0,0.032258063475546335,0.29523333333333335,0.6655
날메펜,2,1.0,0.032258063475546335,0.76,0.7585
포스트,2,1.0,0.032258063475546335,1.0,0.8065
리프트,2,0.3333,0.032258063475546335,1.0,0.4064
사이,2,-0.4286,0.032258063475546335,0.6621190038041711,-0.1183
불리다,2,1.0,0.032258063475546335,0.76,0.7585
테크,2,0.0,0.032258063475546335,0.8296395132621739,0.1724
대기업,2,1.0,0.032258063475546335,0.76,0.7585
홀딩스,2,1.0,0.032258063475546335,1.0,0.8065
넓히다,2,1.0,0.032258063475546335,0.76,0.7585
실바,2,1.0,0.032258063475546335,0.76,0.7585
다양하다,2,0.3333,0.032258063475546335,0.76,0.3584
레밍,2,1.0,0.032258063475546335,0.7,0.7465
레네르코,2,1.0,0.032258063475546335,0.76,0.7585
그리드,2,1.0,0.032258063475546335,0.6306019374818708,0.7326
프레임워크,2,1.0,0.032258063475546335,0.47481527628385867,0.7014
주로,2,0.0,0.032258063475546335,0.76,0.1585
우수하다,2,1.0,0.032258063475546335,0.76,0.7585
베이,2,1.0,0.032258063475546335,1.0,0.8065
바닥,2,1.0,0.032258063475546335,1.0,0.8065
청약,2,1.0,0.032258063475546335,0.76,0.7585
평방,2,1.0,0.032258063475546335,1.0,0.8065
연구개발,2,0.3333,0.032258063475546335,0.6022799948538934,0.3269
퍼스,2,1.0,0.032258063475546335,0.76,0.7585
에스,2,1.0,0.032258063475546335,0.7327410449041956,0.753
카레,2,1.0,0.032258063475546335,0.76,0.7585
라이프,2,1.0,0.032258063475546335,0.9380508274620757,0.7941
지스,2,0.0,0.032258063475546335,0.76,0.1585
메시,2,1.0,0.032258063475546335,1.0,0.8065
약속,2,0.0,0.032258063475546335,0.76,0.1585
공구,2,0.0,0.032258063475546335,1.0,0.2065
부르다,2,1.0,0.032258063475546335,0.76,0.7585
우라늄,2,1.0,0.032258063475546335,0.76,0.7585
종목,2,0.3333,0.032258063475546335,0.76,0.3584
전날,2,1.0,0.032258063475546335,0.76,0.7585
포스코,2,1.0,0.032258063475546335,1.0,0.8065
홍콩,2,0.3333,0.032258063475546335,1.0,0.4064
의결권,2,0.0,0.032258063475546335,0.76,0.1585
대로,2,1.0,0.032258063475546335,0.7,0.7465
석주,2,1.0,0.032258063475546335,0.76,0.7585
신용거래,2,1.0,0.032258063475546335,1.0,0.8065
네타,2,1.0,0.032258063475546335,0.76,0.7585
화물량,2,1.0,0.032258063475546335,0.6363919035317349,0.7337
손해,2,0.3333,0.032258063475546335,0.76,0.3584
초기,2,1.0,0.032258063475546335,0.76,0.7585
급속하다,2,0.3333,0.032258063475546335,0.76,0.3584
신설,2,1.0,0.032258063475546335,0.76,0.7585
강조,2,1.0,0.032258063475546335,1.0,0.8065
스킬라,2,1.0,0.032258063475546335,1.0,0.8065
친환경,2,1.0,0.032258063475546335,0.7048655349987701,0.7474
유람선,2,1.0,0.032258063475546335,0.76,0.7585
분명하다,2,0.3333,0.032258063475546335,0.76,0.3584
짜다,2,0.3333,0.032258063475546335,0.7,0.3464
어포너,2,1.0,0.032258063475546335,0.76,0.7585
써다,2,1.0,0.032258063475546335,0.76,0.7585
렘콘,2,1.0,0.032258063475546335,0.76,0.7585
태양광,2,1.0,0.032258063475546335,1.0,0.8065
중동,2,1.0,0.032258063475546335,0.76,0.7585
브리스톨,2,1.0,0.032258063475546335,0.75,0.7565
임명,2,1.0,0.032258063475546335,0.7,0.7465
정상,2,-0.2,0.032258063475546335,0.3333,-0.0469
프랑스,2,0.3333,0.032258063475546335,1.0,0.4064
알스,2,1.0,0.032258063475546335,0.76,0.7585
태클,2,1.0,0.032258063475546335,0.76,0.7585
지리,2,1.0,0.032258063475546335,0.76,0.7585
일치,2,1.0,0.032258063475546335,0.76,0.7585
스톡홀름,2,-0.3333,0.032258063475546335,-0.3333,-0.2602
제약회사,2,0.3333,0.032258063475546335,0.6,0.3264
남아프리카,2,1.0,0.032258063475546335,1.0,0.8065
필리오,2,1.0,0.032258063475546335,1.0,0.8065
항공기,2,1.0,0.032258063475546335,0.5081257091720731,0.7081
정상화,2,0.3333,0.032258063475546335,-0.2,0.1664
오토바이,2,1.0,0.032258063475546335,0.7928699277266501,0.765
사피,2,1.0,0.032258063475546335,0.76,0.7585
로열,2,1.0,0.032258063475546335,0.7,0.7465
유니,2,1.0,0.032258063475546335,0.76,0.7585
브루,2,1.0,0.032258063475546335,1.0,0.8065
필리스,2,1.0,0.032258063475546335,0.8,0.7665
보급,2,1.0,0.032258063475546335,0.76,0.7585
라스,2,1.0,0.032258063475546335,0.600399191697041,0.7265
남아공,2,1.0,0.032258063475546335,0.76,0.7585
패턴,2,1.0,0.032258063475546335,0.76,0.7585
지점,2,1.0,0.032258063475546335,0.76,0.7585
보완,2,1.0,0.032258063475546335,0.76,0.7585
단지,2,0.3333,0.032258063475546335,0.7,0.3464
모집,2,1.0,0.032258063475546335,0.76,0.7585
글라스,2,0.0,0.032258063475546335,1.0,0.2065
컨버터,2,1.0,0.032258063475546335,1.0,0.8065
스위치,2,1.0,0.032258063475546335,0.7,0.7465
물의,2,1.0,0.032258063475546335,0.76,0.7585
아토,2,1.0,0.032258063475546335,0.7,0.7465
연례,2,0.3333,0.032258063475546335,0.76,0.3584
요구,2,0.3333,0.032258063475546335,1.0,0.4064
체인점,2,0.3333,0.032258063475546335,1.0,0.4064
문서,2,1.0,0.032258063475546335,1.0,0.8065
취항,2,1.0,0.032258063475546335,0.76,0.7585
농축,2,1.0,0.032258063475546335,1.0,0.8065
황산,2,1.0,0.032258063475546335,0.76,0.7585
하비,2,0.0,0.032258063475546335,0.76,0.1585
슬로바키아,2,1.0,0.032258063475546335,0.76,0.7585
여객,2,0.3333,0.032258063475546335,-0.5,0.1064
모색,2,1.0,0.032258063475546335,0.76,0.7585
제련소,2,1.0,0.032258063475546335,0.76,0.7585
오토,2,1.0,0.032258063475546335,1.0,0.8065
업종,2,1.0,0.032258063475546335,1.0,0.8065
융합,2,1.0,0.032258063475546335,0.76,0.7585
차세대,2,1.0,0.032258063475546335,1.0,0.8065
우크라이나,2,1.0,0.032258063475546335,0.928575,0.7922
레인,2,1.0,0.032258063475546335,0.6,0.7265
트레이딩,2,1.0,0.032258063475546335,0.9333400000000001,0.7931
채택,2,1.0,0.032258063475546335,0.76,0.7585
동영상,2,1.0,0.032258063475546335,0.7,0.7465
틀다,2,0.3333,0.032258063475546335,0.76,0.3584
비경,2,-0.5556,0.032258063475546335,0.76,-0.1749
텔레스트,2,1.0,0.032258063475546335,0.880201217059357,0.7825
상대,2,0.0,0.032258063475546335,0.76,0.1585
록스,2,1.0,0.032258063475546335,1.0,0.8065
소트,2,1.0,0.032258063475546335,0.76,0.7585
대출,2,-0.2,0.032258063475546335,0.76,0.0385
부지,2,0.3333,0.032258063475546335,1.0,0.4064
망치,2,-0.2,0.032258063475546335,1.0,0.0865
앞서다,2,1.0,0.032258063475546335,0.4286,0.6922
도의,2,-0.2,0.032258063475546335,1.0,0.0865
이메일,2,1.0,0.032258063475546335,0.7,0.7465
소셜,2,1.0,0.032258063475546335,1.0,0.8065
마이,2,1.0,0.032258063475546335,1.0,0.8065
한국,2,1.0,0.032258063475546335,1.0,0.8065
세탁,2,1.0,0.032258063475546335,0.76,0.7585
텔레마,2,1.0,0.032258063475546335,0.8895059293799972,0.7844
라틴,2,1.0,0.032258063475546335,0.76,0.7585
이그,2,1.0,0.032258063475546335,0.76,0.7585
홀딩,2,1.0,0.032258063475546335,1.0,0.8065
음료,2,1.0,0.032258063475546335,1.0,0.8065
부가,2,1.0,0.032258063475546335,0.3751558953615729,0.6815
발트,2,0.3333,0.032258063475546335,0.53335,0.3131
융자,2,1.0,0.032258063475546335,0.76,0.7585
장악,2,0.3333,0.032258063475546335,0.76,0.3584
양조장,2,0.3333,0.032258063475546335,0.7,0.3464
페카,2,0.3333,0.032258063475546335,0.76,0.3584
가금류,2,1.0,0.032258063475546335,1.0,0.8065
합치다,2,1.0,0.032258063475546335,0.5408291871689374,0.7146
약국,2,0.3333,0.032258063475546335,1.0,0.4064
타임즈,2,1.0,0.032258063475546335,1.0,0.8065
도이칠란트,2,1.0,0.032258063475546335,0.76,0.7585
인터뷰,2,1.0,0.032258063475546335,0.8573281572192055,0.7779
이탈리아,2,0.0,0.032258063475546335,0.0,0.0065
아메리카,2,0.3333,0.032258063475546335,0.3333,0.2731
점차,2,1.0,0.032258063475546335,0.76,0.7585
기자회견,2,1.0,0.032258063475546335,0.7,0.7465
스비투,2,1.0,0.032258063475546335,0.76,0.7585
대상,2,-0.2,0.032258063475546335,1.0,0.0865
멀티미디어,2,1.0,0.032258063475546335,1.0,0.8065
룰라,2,1.0,0.032258063475546335,0.76,0.7585
마을,2,1.0,0.032258063475546335,0.76,0.7585
철제,2,1.0,0.032258063475546335,0.76,0.7585
해협,2,1.0,0.032258063475546335,0.76,0.7585
키론살,2,1.0,0.032258063475546335,0.76,0.7585
리나,2,1.0,0.032258063475546335,0.76,0.7585
인용,2,1.0,0.032258063475546335,0.76,0.7585
식물성,2,1.0,0.032258063475546335,0.76,0.7585
집계,2,0.0,0.032258063475546335,0.76,0.1585
헝가리,2,0.3333,0.032258063475546335,0.76,0.3584
사의,2,-0.2,0.032258063475546335,0.76,0.0385
정제,2,0.3333,0.032258063475546335,1.0,0.4064
액체,2,0.3333,0.032258063475546335,1.0,0.4064
사업인,2,1.0,0.032258063475546335,0.7,0.7465
짓다,2,1.0,0.032258063475546335,0.76,0.7585
소매업,2,1.0,0.032258063475546335,0.5294,0.7123
순위,2,1.0,0.032258063475546335,0.76,0.7585
포럼,2,1.0,0.032258063475546335,0.76,0.7585
당분간,2,0.3333,0.032258063475546335,0.76,0.3584
비영리,2,1.0,0.032258063475546335,1.0,0.8065
지적,2,-0.2,0.032258063475546335,0.76,0.0385
커뮤니케이션,2,1.0,0.032258063475546335,0.76,0.7585
피펫,2,1.0,0.032258063475546335,0.76,0.7585
방켄,2,1.0,0.032258063475546335,1.0,0.8065
칼마르,2,1.0,0.032258063475546335,0.76,0.7585
감봉,2,1.0,0.032258063475546335,0.76,0.7585
장량,2,1.0,0.032258063475546335,0.76,0.7585
리더십,2,1.0,0.032258063475546335,1.0,0.8065
충전기,2,0.0,0.032258063475546335,0.8333499999999999,0.1731
가속,2,1.0,0.032258063475546335,0.7,0.7465
알란,2,1.0,0.032258063475546335,1.0,0.8065
적응,2,1.0,0.032258063475546335,0.76,0.7585
진정,2,1.0,0.032258063475546335,1.0,0.8065
주조,2,1.0,0.032258063475546335,0.76,0.7585
희망,2,0.3333,0.032258063475546335,0.76,0.3584
인셉트,2,1.0,0.032258063475546335,0.76,0.7585
배송,2,1.0,0.032258063475546335,1.0,0.8065
물티슈,2,-0.2,0.032258063475546335,1.0,0.0865
철회,2,1.0,0.032258063475546335,1.0,0.8065
텍사스,2,0.3333,0.032258063475546335,0.76,0.3584
캡맨,2,1.0,0.032258063475546335,0.76,0.7585
멧소,2,1.0,0.032258063475546335,0.76,0.7585
지중해,2,1.0,0.032258063475546335,0.76,0.7585
인터,2,1.0,0.032258063475546335,0.8368592669354291,0.7738
프레이,2,1.0,0.032258063475546335,0.6272656555174768,0.7319
분양,2,0.3333,0.032258063475546335,0.76,0.3584
완벽하다,2,1.0,0.032258063475546335,0.76,0.7585
종료,2,-0.5,0.032258063475546335,0.76,-0.1415
광학,2,1.0,0.032258063475546335,1.0,0.8065
우스,2,0.3333,0.032258063475546335,0.7938992504390522,0.3652
가시,2,1.0,0.032258063475546335,0.76,0.7585
부수,2,1.0,0.032258063475546335,0.7,0.7465
블록,2,1.0,0.032258063475546335,0.76,0.7585
납품량,2,1.0,0.032258063475546335,1.0,0.8065
속도,2,1.0,0.032258063475546335,0.76,0.7585
프리미엄,2,1.0,0.032258063475546335,1.0,0.8065
건조하다,2,1.0,0.032258063475546335,1.0,0.8065
평방미터,2,1.0,0.032258063475546335,0.8682917488773011,0.7801
개척,2,1.0,0.032258063475546335,0.76,0.7585
코펜하겐,2,1.0,0.032258063475546335,0.76,0.7585
제조업,2,1.0,0.032258063475546335,0.76,0.7585
리지,2,0.3333,0.032258063475546335,0.7,0.3464
부하,2,1.0,0.032258063475546335,0.76,0.7585
피트,2,1.0,0.032258063475546335,1.0,0.8065
사르,2,1.0,0.032258063475546335,1.0,0.8065
실리,2,1.0,0.032258063475546335,0.75,0.7565
바탕,2,1.0,0.032258063475546335,0.76,0.7585
제네시스,2,1.0,0.032258063475546335,1.0,0.8065
북아프리카,2,1.0,0.032258063475546335,1.0,0.8065
방향,2,1.0,0.032258063475546335,0.76,0.7585
크레디트,2,1.0,0.032258063475546335,0.76,0.7585
요키,2,1.0,0.032258063475546335,0.76,0.7585
완성,2,1.0,0.032258063475546335,0.76,0.7585
첨단,2,1.0,0.032258063475546335,1.0,0.8065
디젤,2,1.0,0.032258063475546335,1.0,0.8065
잡지,2,0.3333,0.032258063475546335,1.0,0.4064
오후,2,-0.6,0.032258063475546335,1.0,-0.1535
추구,2,0.3333,0.032258063475546335,0.76,0.3584
공고,2,-0.2,0.032258063475546335,0.76,0.0385
컨설턴트,2,0.3333,0.032258063475546335,0.76,0.3584
주식시장,2,1.0,0.032258063475546335,0.76,0.7585
아주,1,1.0,0.0,1.0,0.8
베이스,1,1.0,0.0,0.9652466318388019,0.793
사국,1,1.0,0.0,0.76,0.752
비비,1,1.0,0.0,0.76,0.752
프랑,1,1.0,0.0,0.3333,0.6667
만큼,1,1.0,0.0,1.0,0.8
학과,1,1.0,0.0,0.76,0.752
동료,1,1.0,0.0,1.0,0.8
우선주,1,1.0,0.0,1.0,0.8
학장,1,1.0,0.0,0.76,0.752
피츠제럴드,1,1.0,0.0,0.76,0.752
즐기다,1,1.0,0.0,0.76,0.752
음악,1,1.0,0.0,0.76,0.752
획기,1,1.0,0.0,0.7,0.74
요약,1,1.0,0.0,0.76,0.752
포홀,1,1.0,0.0,0.7,0.74
협업,1,1.0,0.0,0.76,0.752
작품,1,1.0,0.0,1.0,0.8
위씨,1,1.0,0.0,0.76,0.752
가게,1,0.0,0.0,0.76,0.152
웹사이트,1,1.0,0.0,0.6235733046537232,0.7247
영감,1,1.0,0.0,0.76,0.752
감정,1,1.0,0.0,0.7,0.74
표현,1,1.0,0.0,0.76,0.752
임무,1,1.0,0.0,0.76,0.752
공학,1,1.0,0.0,1.0,0.8
복구,1,1.0,0.0,0.76,0.752
넣다,1,1.0,0.0,0.76,0.752
캔버스,1,1.0,0.0,0.8499376418553709,0.77
들어서다,1,1.0,0.0,0.76,0.752
호우,1,1.0,0.0,1.0,0.8
상수도,1,1.0,0.0,1.0,0.8
사랑스럽다,1,1.0,0.0,0.76,0.752
느낌,1,1.0,0.0,0.7,0.74
무소마,1,1.0,0.0,0.76,0.752
위드,1,1.0,0.0,1.0,0.8
모르다,1,1.0,0.0,0.76,0.752
환경보호,1,1.0,0.0,0.8157239384041561,0.7631
양국,1,1.0,0.0,0.76,0.752
전자통신,1,1.0,0.0,0.76,0.752
로리,1,1.0,0.0,0.76,0.752
학생,1,1.0,0.0,0.76,0.752
존재,1,1.0,0.0,0.76,0.752
자랑,1,1.0,0.0,1.0,0.8
부각,1,1.0,0.0,1.0,0.8
청정,1,1.0,0.0,0.76,0.752
앤빅,1,1.0,0.0,0.76,0.752
스페셜,1,1.0,0.0,0.76,0.752
노야,1,-0.3333,0.0,0.76,-0.048
조성,1,1.0,0.0,0.76,0.752
깨끗하다,1,1.0,0.0,0.76,0.752
본부장,1,1.0,0.0,0.76,0.752
공항,1,1.0,0.0,0.76,0.752
정당,1,1.0,0.0,0.76,0.752
만들어지다,1,1.0,0.0,0.5143,0.7029
티카,1,-0.5,0.0,1.0,-0.1
감지,1,0.0,0.0,0.7,0.14
미트,1,1.0,0.0,0.76,0.752
수직,1,1.0,0.0,0.76,0.752
탐지,1,0.0,0.0,0.76,0.152
아이팟,1,1.0,0.0,1.0,0.8
애플,1,0.0,0.0,1.0,0.2
액세스,1,1.0,0.0,0.76,0.752
선장,1,1.0,0.0,0.76,0.752
카르스트,1,1.0,0.0,1.0,0.8
매킨토시,1,1.0,0.0,0.76,0.752
윈도우,1,1.0,0.0,0.76,0.752
지방법원,1,1.0,0.0,0.6625032516573641,0.7325
여객선,1,-0.5,0.0,0.3333,-0.2333
재판소,1,1.0,0.0,1.0,0.8
아이튠,1,1.0,0.0,1.0,0.8
기각,1,1.0,0.0,0.76,0.752
티비,1,1.0,0.0,1.0,0.8
커넥,1,1.0,0.0,0.76,0.752
시흐보,1,1.0,0.0,0.7,0.74
페인트,1,1.0,0.0,0.76,0.752
정교하다,1,1.0,0.0,0.76,0.752
하시넨,1,1.0,0.0,0.76,0.752
넬리,1,1.0,0.0,0.76,0.752
경유,1,1.0,0.0,0.76,0.752
제한,1,1.0,0.0,0.76,0.752
원료,1,1.0,0.0,0.76,0.752
소파,1,1.0,0.0,0.76,0.752
도링,1,1.0,0.0,1.0,0.8
도착,1,0.0,0.0,0.76,0.152
장담,1,1.0,0.0,1.0,0.8
총회,1,0.0,0.0,0.7,0.14
자유,1,1.0,0.0,1.0,0.8
톰톰,1,1.0,0.0,1.0,0.8
스캔,1,-0.8571,0.0,0.76,-0.3623
아름답다,1,1.0,0.0,0.76,0.752
나폴리,1,1.0,0.0,0.76,0.752
사료,1,1.0,0.0,0.76,0.752
재생,1,1.0,0.0,1.0,0.8
권리,1,1.0,0.0,0.76,0.752
콜스,1,1.0,0.0,0.76,0.752
원단,1,1.0,0.0,0.76,0.752
빨간색,1,1.0,0.0,0.76,0.752
과감,1,1.0,0.0,0.76,0.752
가능,1,1.0,0.0,0.8847343864860396,0.7769
출발,1,1.0,0.0,0.76,0.752
첨부,1,1.0,0.0,0.76,0.752
공유,1,1.0,0.0,0.76,0.752
얼음,1,-0.5,0.0,0.76,-0.148
유동성,1,-0.3333,0.0,0.76,-0.048
리노,1,1.0,0.0,0.76,0.752
판결,1,0.0,0.0,1.0,0.2
고유,1,1.0,0.0,0.76,0.752
브로커,1,1.0,0.0,0.76,0.752
순수하다,1,1.0,0.0,0.76,0.752
법원,1,0.0,0.0,1.0,0.2
유압장치,1,1.0,0.0,0.75,0.75
호수,1,1.0,0.0,0.76,0.752
알렉산더,1,1.0,0.0,0.76,0.752
기름,1,1.0,0.0,1.0,0.8
간편하다,1,1.0,0.0,0.76,0.752
가브릴,1,1.0,0.0,0.76,0.752
플레이,1,1.0,0.0,0.9408810611394682,0.7882
인간,1,1.0,0.0,0.76,0.752
수락,1,1.0,0.0,0.76,0.752
왈루스,1,1.0,0.0,1.0,0.8
비욘,1,1.0,0.0,0.76,0.752
의존,1,1.0,0.0,0.76,0.752
몰딩,1,1.0,0.0,0.7,0.74
이기,1,1.0,0.0,0.76,0.752
회의,1,1.0,0.0,0.76,0.752
안전하다,1,1.0,0.0,1.0,0.8
삭감,1,0.0,0.0,0.76,0.152
설득,1,1.0,0.0,0.76,0.752
화상,1,1.0,0.0,0.76,0.752
비트,1,1.0,0.0,0.76,0.752
트래픽,1,0.0,0.0,0.76,0.152
유럽연합,1,1.0,0.0,-0.3333,0.5333
바이오연료,1,1.0,0.0,0.737557588793188,0.7475
송신,1,1.0,0.0,0.76,0.752
제기,1,0.0,0.0,1.0,0.2
자유롭다,1,1.0,0.0,1.0,0.8
도전,1,0.0,0.0,0.76,0.152
재생에너지,1,1.0,0.0,1.0,0.8
동물원,1,1.0,0.0,0.76,0.752
폴카,1,1.0,0.0,0.7,0.74
반영,1,1.0,0.0,0.7,0.74
재무약정,1,1.0,0.0,0.5,0.7
배관,1,-0.5,0.0,0.76,-0.148
유제품,1,1.0,0.0,0.76,0.752
부코바,1,1.0,0.0,0.76,0.752
달라지다,1,1.0,0.0,0.5143,0.7029
빅토리아,1,1.0,0.0,0.76,0.752
리샤,1,1.0,0.0,0.76,0.752
선명하다,1,1.0,0.0,0.76,0.752
위함,1,1.0,0.0,0.76,0.752
경력,1,1.0,0.0,0.76,0.752
감탄,1,1.0,0.0,0.76,0.752
기획,1,1.0,0.0,1.0,0.8
태양열,1,1.0,0.0,1.0,0.8
진정하다,1,1.0,0.0,1.0,0.8
나다,1,-0.5,0.0,0.6,-0.18
증권사,1,1.0,0.0,0.76,0.752
먼저,1,1.0,0.0,0.76,0.752
디츠,1,1.0,0.0,0.76,0.752
저명하다,1,1.0,0.0,0.76,0.752
전문화,1,1.0,0.0,1.0,0.8
인텔리전스,1,1.0,0.0,1.0,0.8
건강하다,1,1.0,0.0,1.0,0.8
합판,1,0.0,0.0,0.76,0.152
창업,1,0.0,0.0,0.76,0.152
베자,1,1.0,0.0,0.76,0.752
투표,1,0.0,0.0,0.76,0.152
조우,1,1.0,0.0,0.76,0.752
소키,1,1.0,0.0,0.76,0.752
저희,1,1.0,0.0,0.76,0.752
도이체방크,1,1.0,0.0,0.76,0.752
매니저,1,1.0,0.0,0.76,0.752
보류,1,1.0,0.0,0.76,0.752
팀원,1,1.0,0.0,0.76,0.752
책임지다,1,1.0,0.0,0.5143,0.7029
이렇다,1,1.0,0.0,0.76,0.752
선거,1,1.0,0.0,0.76,0.752
실행,1,1.0,0.0,1.0,0.8
편리하다,1,1.0,0.0,1.0,0.8
하리,1,1.0,0.0,0.76,0.752
주거지,1,1.0,0.0,1.0,0.8
유하,1,0.0,0.0,0.76,0.152
에고,1,1.0,0.0,0.76,0.752
코스키넨,1,1.0,0.0,0.5673108642059207,0.7135
조명,1,1.0,0.0,1.0,0.8
인력,1,-0.8462,0.0,0.76,-0.3557
펠트,1,1.0,0.0,0.76,0.752
곡선,1,1.0,0.0,0.76,0.752
징후,1,1.0,0.0,0.76,0.752
포이리에,1,1.0,0.0,1.0,0.8
비량,1,1.0,0.0,0.76,0.752
안드레이,1,1.0,0.0,0.9333400000000001,0.7867
스눕,1,1.0,0.0,0.76,0.752
적대,1,1.0,0.0,1.0,0.8
베스트셀러,1,1.0,0.0,1.0,0.8
탄탄하다,1,1.0,0.0,0.76,0.752
라사,1,1.0,0.0,0.76,0.752
서비스업,1,1.0,0.0,0.76,0.752
데려오다,1,1.0,0.0,0.76,0.752
투자수익률,1,1.0,0.0,0.3333,0.6667
페빌,1,1.0,0.0,0.76,0.752
원격,1,1.0,0.0,0.76,0.752
배려,1,1.0,0.0,0.76,0.752
도코모,1,1.0,0.0,0.7,0.74
시티,1,0.0,0.0,0.76,0.152
컨버,1,1.0,0.0,1.0,0.8
양육,1,1.0,0.0,0.76,0.752
더크,1,1.0,0.0,0.76,0.752
존스,1,1.0,0.0,0.76,0.752
일리,1,1.0,0.0,1.0,0.8
발걸음,1,1.0,0.0,0.76,0.752
내딛다,1,1.0,0.0,0.76,0.752
사우디,1,1.0,0.0,1.0,0.8
미시시피,1,1.0,0.0,0.76,0.752
리코,1,0.0,0.0,1.0,0.2
중립,1,1.0,0.0,0.76,0.752
린치,1,1.0,0.0,1.0,0.8
