날짜,제목,닉네임,종목,게시글,댓글수,조회수,공감,비공감,게시글내용,댓글
2025.06.25 13:51,개미 40만주 매수 추가40만주매수 걸어...,dudd****,475150,305070116,0,141,2,0,"한국개미만 또다시 최고점에서 최대매수

기관 외인 한앤코 일제히 최고점에서 최대매도

개미만 또다시 최고점에서 최대매수

개미 추가로 40만주 매수 걸고 풀매수 준비중",
2025.06.25 13:51,이구간에선 살짝 담궈도되는데 왜이리 무섭...,char****,475150,305070106,0,77,1,0,분명히 단기 반등 나올것같은데 사려고하면 쫄리네,
2025.06.25 13:50,새가슴들아! ETF 혀라.,hanb****,475150,305069957,0,73,0,0,잔잔하게 길게 즐겨.,
2025.06.25 13:47,난 그래서 고가인 28000원대,atc0****,475150,305069432,1,245,3,0,"안 사고 기다림
기다리니 25000원 중반와서 샀지롱",일단 물리셨습니다...
2025.06.25 13:46,대주주 블럭딜 사전공시 안한거 불법이다.,rsyu****,475150,305069381,2,286,8,0,한앤코 니네들 불법이야. 뜨거운 맛좀 봐야겠어.,"한화오션도 블록딜해서 존내빠졌었지 이바닥 원투데이냐 | 청문회 받아야 할 증권사 : 한국투자증권, 신한투자증권"
2025.06.25 13:46,말리지마요~,ih******,475150,305069345,0,76,1,1,지옥맛 보고 싶다는데 내비둬유~ 나중엔 이가격이 얼마나 비쌌는지 알게 되겠지요~,
2025.06.25 13:43,하항가~`,sjh8****,475150,305068941,0,57,1,1,하항가~신나는노래~,
2025.06.25 13:43,작년5월에도 이꼴나서 블록딜공지 바뀌고나...,fn******,475150,305068937,3,326,5,2,"혹시혹시 하면서 공시 틈틈히 봤었는데
또 당하네

블록딜 2일전 공시하는게 문제가 없는거임??
법은 작년7월에 생기고나서
그때 게시판사람들이랑 블록딜 걱정은 이제
없겠다 했단말이요","한달던에하기로변경대었어요 | 청와대민원실에 제보부터하고 국회청원 사이트에 청원올리세요 | 여기에 글써봐야 의미도 없고, 금감원에 한앤코 신고를 하든지 고소를 하든지 . 종토방에 쓴다고 뭐가 달리짐?"
2025.06.25 13:43,"블럭딜 매각가 25,634원이라고 딱 거...",ani-****,475150,305068860,1,324,1,0,"이놈이 오늘 태양광 전부다 멱살잡고 끌어내림.

나쁘다",대주주 매도 사전공시 안한거 불법이다. 고발들어간다.
2025.06.25 13:43,가즈아,loon****,475150,305068845,0,47,0,0,개미 군단 출격!,
2025.06.25 13:41,좋게 말할때,empt****,475150,305068694,0,67,5,1,"금요일 까지
다시 3만원에 갖다놔라
이틀 준다",
2025.06.25 13:41,국장은 박스권이다.,ejhi****,475150,305068618,3,132,2,0,"절대 잊으면안되는 규칙임

많이 올라가면 팔고

많이 내려가면 튼튼한것들만 골라잡으면 할것도없음",18000원 오면 잡을게요 ㅜ | 인정... 요샌인공지능이 그런바닥도 다찾어줘서편하드라내이버에있음 | 잉핀서로벗 이거임
2025.06.25 13:40,살구간임,atc0****,475150,305068566,0,56,1,2,이제 시작이여,
2025.06.25 13:40,나는,clra****,475150,305068430,1,78,3,1,어제 팔았지롱~~ 롱~~~롱~~~~,나는 아직 안샀지롱~~~
2025.06.25 13:39,블록딜은 한달전에공시해야하는대,keoh****,475150,305068371,2,212,6,1,"당일아침에공시하냐

SK 더티한 공시담당자야",대통령 아시면..... 불려가서 귀싸대기 맞을 일이다. | 회사 고발들어간다
2025.06.25 13:37,프로그램 매수,kikk****,475150,305068036,0,107,3,1,"이틀동안 들어 오더니
매도,투신 매도
개인들만 총알 받이",
2025.06.25 13:36,지금부터는 매수기회 주는거니깐..,drag****,475150,305067980,0,73,1,3,분할매수 하시면 될 듯요..,
2025.06.25 13:36,현대차 풀베팅해서 성공중이다 ㅋㅋ,ysn7****,475150,305067964,0,52,0,1,"이터닉스
오전에 후딱팔고
현대차 사라닌까 여기서 헤매고들잇제 ㅋㅋㅋㅋ
현대차
풀베팅해라",
2025.06.25 13:36,450원에 천주산거,bigs****,475150,305067909,0,61,0,1,600원에 다팔았다 담배값ㄱㅅㄱㅅㄱㅋㅋ,
2025.06.25 13:35,sk 거름,ddc7****,475150,305067753,0,45,0,1,에휴,
2025.06.25 13:34,ㅋㅋㅋ 온동네 광고하더니,sjh8****,475150,305067671,0,54,1,1,꼴좋네,
2025.06.25 13:34,블럭딜 400만주 물량을 시장에 패대기 ...,only****,475150,305067589,1,218,4,3,"이건..

장투할 주식이 아님.",문맹 ?
2025.06.25 13:28,유형자산처분했다구,jsun****,475150,305066741,2,328,0,2,빠지는건가,블록딜 하면 기본 10% 빠지는건 어쩔수 없읍니다 | 3년뒤 처분이야 블럭딜 욕처먹어서 메꾸는척 ㅋㅋ
2025.06.25 13:28,블록딜로...매수한 ...호구들은.......,drag****,475150,305066736,0,163,0,1,"한국투자증권이...중간에서 거래 성사시켰다고 하던데..

한국투자증권은.. 이터닉스 매수세력이잖어 ~

가격 떨어져서 ... 어떡하냐?

11% 할인받았으니...호구는 아니네 !",
2025.06.25 13:24,가만있으면 안된다,nost****,475150,305066200,1,224,7,0,"이런짓 하면 가만두지않겠다 하지않았나
근데 뭔짓이고",ㅋㅋ 대통령이 우습다 ㅋㅋ 그러니 대놓고 임원들이 주가 올랐을때 팔아치우지 ㅋㅋ
2025.06.25 13:24,불럭딜 에 대해,kikk****,475150,305066187,6,490,6,4,"내글에 댓글 단거 보니
개념 을 모르는 사람 도 있네
800 억 투자 호구라서
투자 하겟냐고 하는데
불럭딜 은 할인가 5-10 %해서
파는거
그 물량이 320만주
이건 투자 가 아니고 시가 보다
싸게 사서 다시 파는
차익 거래로 정리",지금...한국증권 창구에서 쏟아내는 물량이 그거임. 여긴 말해줘도 모름. | 800억 투자해서 차익 먹으려고 판다??!! | 개미는 이래 저래 터지는군 | 5 월 20 일 하고 6 월 2 일 정정공시 | 그러니까 25634원에 받아서 장초반 일부 수익에 팔았지만 지금 25500. 아래 팔면 손실이고 서로 상쇄 평균 5%라도 수익 나면 다행이고 그냥 1ㅡ2% 라도 이익이면 그만이지만. 참 그시기 하네 | 블록딜 공지 30일전 하는게 아니에요?진짜 내가 뭘 잘못알고있는것 같아서 물어봐요
2025.06.25 13:24,물려 있는 호구들 손 들어바라~,11fb****,475150,305066158,0,84,4,0,하이젠이랑 둘다 들고 있으면 위너다~ㅋㅋㅋㅋ,
2025.06.25 13:23,블록딜 가격 이하까지 내리느라...수고 ...,drag****,475150,305066139,1,248,3,0,애들 썼어 ~,닥 25.000원까지만 허용한다
2025.06.25 13:22,분명히 세력들이,jamm****,475150,305066014,0,143,3,2,빠져나간 흔적은 없는데 잘 견뎌야지 어차피 익절이긴 하다만 시간을 더 끌건지는 모르겠는데 장기적으로 오르는건 확실하다,
2025.06.25 13:21,450원에 추매 천주했다,bigs****,475150,305065852,1,171,1,0,나를따르라,고로간다
2025.06.25 13:21,3만원 갖나놔~~~~,flow****,475150,305065783,1,116,3,0,디진다,
2025.06.25 13:20,공포 분위기 조성해서 못들어오게 만드는,jamm****,475150,305065729,0,93,2,0,이유가 있겄지 뭐 ㅎㅎ,
2025.06.25 13:20,1차매수 ㄱㄱㄱ,cjib****,475150,305065683,2,171,3,0,"ㄱㄱㄱㄱㄱㄱㄱㄱ
1차매수 25500

2차매수 22000

3차매수18000
그밑으로 빠지면 머리카락까지 팔아서
몰빵",멋진데요~ 대머리~ | 돌아이
2025.06.25 13:20,슬슬 햇불들 준비해야 것다,tjrt****,475150,305065676,2,115,6,0,"국민청원넣고
시민단체가 고발장 접수하고
햇불들고 SK본사로 모여야겠다","일단 대통령실에 민원 넣어야겠습니다. 대통령과. 사진 찍고,개미들 등쳐먹는 Sk | 동참합니다 적극적으로 시행해주세요 진심임"
2025.06.25 13:19,물린애들 노 이해,rigs****,475150,305065533,0,91,0,2,"난 다 떨어지면 들어가야지 ㅎㅎㅎㅎ
정찰대 25450에 100만 보내놨음",
2025.06.25 13:20,물린애들 노 이해,pns9****,475150,305065609,0,35,2,1,욕나오나 시벌주서서히,
2025.06.25 13:17,아니 저번이랑 똑같은데,jong****,475150,305065290,0,138,0,2,"차트 봐봐라 상장초 고점 찍고
엑시트 하고. 어떻게 되었는지 ㅋ
이걸 사는 놈들은
뇌가 있는거냐?",
2025.06.25 13:17,떨어지면,sch8****,475150,305065236,0,53,1,0,줍줍,
2025.06.25 13:16,와,aces****,475150,305065061,0,54,0,2,30000원에 시초에 판게 신의한수네,
2025.06.25 13:15,25400원,loon****,475150,305064955,0,78,3,0,5천주 입성 잘 부탁해요,
2025.06.25 13:13,2일전,cjsr****,475150,305064679,1,203,7,1,"불과 2일전 최태원회장하고 이재명대통령 만남으로

SK이터닉스 전면 배치 뉴스를 잠재우네 ㅋ",청와대에 민원 넣어요
2025.06.25 13:12,지금보니,kikk****,475150,305064617,1,252,8,0,"한국증권

제이피
기관 은 정보 알고
먹티 했고
개인들 피만 빠네
매수 자제",800억 투자하는 사람은 바보 호구라서 투자를 하겠냐!!??...
2025.06.25 13:12,sk이터닉스,qt63****,475150,305064566,0,67,2,0,이제 돼ㅆ나 이제부터 올라가자,
2025.06.25 13:11,감사대상감이네,cjib****,475150,305064412,0,97,7,2,"국민청원 ?불시위 가야긋네
완전ㅇㅇㅊ 기업이네
일부러 누르는게 눈에 보이네
문제가 심각한데 이걸 둔다고?
주가올려놓고 바로 블록딜 때리고
주가 하락시키는게 법적으로맞는건가 이거?
촛불시위 가야되는거 아닌가",
2025.06.25 13:11,안티들,aacc****,475150,305064382,1,67,3,2,SK디엔디로 분할받아 5천원대 지금 380프로 넘었는데 뭔말들이많은지 아직가지고있는나는계속수익중인데 다들왜저러는지,같은입장이 아니니까요 😊
2025.06.25 13:10,내려쳐라,jhi1****,475150,305064351,0,33,0,1,최소-20%는빠져야하는거아님,
2025.06.25 13:10,한투 시장가에 폭탄 던지네 ㅎ,jong****,475150,305064277,0,97,1,2,"블록딜 매물 누가 받아간게
아니라 한투에 넘겨 그냥
시장에다 폭탄 던지네
신용 다 뒤지겠네 ㅋ",
2025.06.25 13:07,28~30물린 친구들!,hanb****,475150,305063941,0,119,1,1,"막 던지며 도미노 폭락.
기회 잘 보고 내일 정도 매수가 재 확인 합시다.
기쁨도 잠시 였네.",
2025.06.25 13:07,블록딜로 25600원 매도면…,sk******,475150,305063940,2,326,1,0,"그정도는 지지 해줘야 하는거 아니냐…
완전 잡주 다됐네…",25650 원은 지켜야 본전인데 | 블록딜. 손해보고 팔까? 너무과하네 주가 방어하것지 다팔때까지는
2025.06.25 13:07,끝?,ls******,475150,305063933,0,46,2,0,그런겨?,
2025.06.25 13:07,워..심하넹..,hmmf****,475150,305063931,0,52,1,0,ㅜㅜ,
2025.06.25 13:07,왜 떨구냐고?,so******,475150,305063914,0,60,0,0,"너같은 이런 믿음 없는 주식 사겠냐? 대통령 팔이 해서 주가 띄었는데 블록딜 단기악재에, 임원도 홀라당 팔아재꼈는데 22000원 안착해도 감지덕지다. 오른거 다빼도 살까말까",
2025.06.25 13:07,SK가 돈이 없다는 소문이 들던데...,gaya****,475150,305063908,1,357,0,1,"사실인가보네!
실트론등 계열사도 매각한다고 함!
중국 다렌에 있는 인텔팹을 산게 잘못이지!
참고들 하시길...

https://biz.newdaily.co.kr/site/data/html/2025/06/25/2025062500157.html",sk계열사 아니라고 ㅡㅡ
2025.06.25 13:06,아무리 돈 넣고 돈 먹는 사모펀드라지만.,ck******,475150,305063817,0,100,5,0,"기존 주주야 어찌된던 상관없이 이익만을 추구하는 단면에 씁쓸하기만.

간만에 재생에너지다 뭐다 분위기 좀 탔건만,

쌍그리 무너뜨리고 돈만 ?는 니들을 복수할 방법이 없어 안따까울뿐.",
2025.06.25 13:06,진짜 몰라서 물어봐요 블록딜공지 한달전 ...,fn******,475150,305063741,0,177,6,0,"10퍼이상 들고있는 대주주면
블록딜할때 30-90일전에 공시 하는거라고
알고있었는데
2일전에 이럴수가 있는건가요?",
2025.06.25 13:05,전형적인 계단식 하락차트,vora****,475150,305063656,0,60,0,1,개미덜 매수 유도하면서 세력이 급하게 주식 팔아묵을 때 나타나는 차트모양,
2025.06.25 13:05,SK이터닉스 호재 기사내고,tjrt****,475150,305063631,0,119,6,0,"주가올리고 개미들한테 물량넘긴후
블럭딜거래는 주가조작으로
수사받아야 한다
나라가 그동안 너무썩어 있었네
적폐세력이 아직도 사회곳곳에서
이런식으로 해처먹고 있었으니
나라가 유지 된것도 이상한거다",
2025.06.25 13:04,zzz,sens****,475150,305063525,0,33,0,1,ggg,
2025.06.25 13:04,어제 3만원대에 판사람들은 천재네,lyc4****,475150,305063433,1,92,3,1,나 포함,3만원이하 들어온자는 호구고
2025.06.25 13:03,자리는,kikk****,475150,305063413,0,52,2,0,"다시 매수 할 자린데
불럭딜 물량
며칠 나오면
당분간 어렵다",
2025.06.25 13:03,ㅎㅎ,sim1****,475150,305063374,0,33,1,2,어제30300원 전부넘기구780주 오늘 또 기회를 주시다니~~,
2025.06.25 14:18,공매도는 반드시 이유가 있다,qkrt****,010140,305073778,0,2,0,0,20년간 불문율,우리나라 주식판은 투자가 아니고 투기야 세력놈들의 심리를 파악해서 관리를 해야돼 무조건 매수하면 안돼 | 애가리충 ㅋㅋㅋ쩌억?
2025.06.25 14:16,줍줍 돈벌자~^^,tnt5****,010140,305073488,0,8,0,0,돈벌자-,
2025.06.25 14:13,대한민국주식은 장기투자하면,rlaw****,010140,305073083,0,19,0,0,망한다,
2025.06.25 14:13,올려서 찍어내렸어~ 가겠다는거지,popp****,010140,305073065,0,20,1,1,"외인이 생각보다 안판다
현대로템 5만원때부터 설마설마했을때 이랫음.
털고올리고 털고 올리고

개미털고가야지 얼마 못내리자너
하반기 수주 실적 좋은데 물량확보하슈","외국인 소진율이 5월달에 29%대였는데, 32% 근접했네요."
2025.06.25 14:12,트럼프 관세 피할수있는건,h20o****,010140,305072888,0,32,0,1,이넘뿐이 아닌가,
2025.06.25 14:11,"꼴찌다,,,",se******,010140,305072839,0,22,0,0,내려가는건 ㅎㅎㅎ,
2025.06.25 14:07,이거 이거,h20o****,010140,305072282,1,47,0,0,간이 쓸렁하게 밀어부네,
2025.06.25 14:06,사지도말고 팔지도말고,hyun****,010140,305072202,1,56,0,1,무대응 이최선 기존장투자들만해당 올해2만원은 넘기?지 뭐,그러겠지뭐
2025.06.25 14:05,북극,ag******,010140,305071946,1,66,2,1,험로다,개잡주 한방에 무너져
2025.06.25 14:04,이거,h20o****,010140,305071835,2,65,1,2,마지막 흔들기 아닌감,ㅎㅎㅎ | 이러구 내일쏘면 배아파 우째 ㅠ
2025.06.25 14:00,JP모간57만/한국42만/KB39만/신한...,buba****,010140,305071351,0,67,1,0,"희대의사기꾼 JP모간/한국증권/KB증권/신한증권 4마리악마 날강도늄들은 지옥으로--- 지옥으로----


==> 한국증권/KB증권 2마리악마늄들 말이 증권사지 완전 사기꾼 시래기늄들이다-이런 악마 미찐늄은
이용하지 말자

==> 한국증권/KB증권 악마 도적늄들 개짓하는거보니 야바위꾼 사기꾼늄들이다",
2025.06.25 13:59,손절,jin1****,010140,305071189,1,91,3,1,답없다,잘했다
2025.06.25 13:59,하반기 수주실적 굿이다,popp****,010140,305071086,1,122,1,3,"공매도 끌어내릴때
물량모으기",개잡주 매도하고 만삼천원 올때까지 기다려
2025.06.25 13:55,북극항로 이제 시작이다!!!,aowl****,010140,305070624,3,117,2,3,곧 일본에 지진 쓰나미 콜라보 오면 군함이 문제가 아닐껄 그리고 그사이 우리나라 조선 기술력이 일본보다 월등하게 발전했음 조선은 하루 아침에 따라 잡을 수 있는 산업이 아님,duri 미개인 인증 ㅋㅋㅋㅋㅋㅋㅋ가난한 애들 특징 | 북극항로? ㅋㅋㅋ 니 평생에는 북극항로 못열려 ㅋㅋㅋㅋ | 개잡주 조선주 조정 매수금지
2025.06.25 13:52,이종목에대한,ag******,010140,305070273,1,102,2,0,"오랜 불신?
두산에너빌리티는 두산중공업에서 기업이름도 바꾸고 이미지 탈피하는듯한데
이거는 여전히 구태에서 못벗어남?",하루종일 언론플레이 하면서 던지는 개잡주 속지마라 좋은 종목 많이 있어
2025.06.25 13:51,삼류 중공업!,ha******,010140,305070134,0,79,1,0,고현 철공소 답다!!!,
2025.06.25 13:49,아싸,popp****,010140,305069801,2,141,0,2,줍줍,많이 주어라 ㅎㅎ | 아직은 매수 하지마 아직 멀었어
2025.06.25 13:48,오늘은 프로그램이,or******,010140,305069696,0,77,0,0,확~밀어버리네,
2025.06.25 13:47,매수 계속쌓이는거 보니까 ㅋㅋ 튀어야지 ...,shin****,010140,305069534,1,152,0,0,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어디까지 떨어질지 알수없겠다 ㅋㅋㅋㅋㅋ,
2025.06.25 13:44,수익주면팔고,rlaw****,010140,305069020,0,87,1,0,밑에내려오면 매수,
2025.06.25 13:43,지금 이종목은 왜,ag******,010140,305068969,1,179,0,0,투자자별 표시마져 보이지않는걸까?,야바위엔 잘 않보여줘 …
2025.06.25 13:43,이런 …,qw******,010140,305068853,0,61,0,0,"이란 다음 차례…

이겠군",
2025.06.25 13:42,안간다니까~ 고점찍고 올리는척쑈하면서.....,shin****,010140,305068831,0,72,0,0,"지들물량 개미한테 털고있잖아.ㅋㅋ

요번 상당히 조정은 깊을것이다.~

수주도 작년에 반뿐이안되고. 저번 수주 계약취소건 뒤로 끝났다.
고점 찍고 한2틀뒤는 눈치채야지...


ㅎㅎ 제발 정신차려라 계미들아~ 요번조정은 바닥에서 몇개월간 길거다.
새로운 호재가 나오지않는 이상.",
2025.06.25 13:42,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 5일선 20일선 이...,shin****,010140,305068709,0,66,1,0,ㅋㅋㅋㅋㅋㅋ 이제 끝난종목이야 ㅋㅋㅋ 만원아래까지 계속 하락만 남음 ㅋㅋㅋ,
2025.06.25 13:41,16500오면 추매한다....,ggom****,010140,305068666,0,65,1,1,ㅠ,
2025.06.25 13:38,ssi,pigi****,010140,305068278,1,108,3,0,bal,형보수지 ㅋㅋㅋㅋㅋ
2025.06.25 13:38,오늘 조선주,cwyh****,010140,305068227,2,259,0,0,박살나는 이유 아시는분?,"ㅋㅋㅋㅋ이유야 많습니다 scfi 하락원인도 있고밸류에이션 부담때문에 생기는 차익실현매물, 중동 전쟁 마무리로 방산, 조선 모멘텀 감소 등등있지만 Ssssibol 공매도 순환때문이 아닐까 싶어요^_^ | 나토 안가서 그런거 같은데요. 옥수동 마님이라도 보내지.."
2025.06.25 13:35,미국의 대노,u623****,010140,305067768,1,212,5,0,미국이 전쟁 하는나라의 손을들어주고 옹호하는나라와 상종안할거같다,
2025.06.25 13:34,공매도에 작전주,sbjs****,010140,305067557,0,108,2,0,"외인,기관.
놀이터다.
회사 매각해라",
2025.06.25 13:29,수주수주,sju1****,010140,305066991,0,107,1,1,"몇달전부터 수주수주 하더니만 수주놈은 없고
이런 장좋은데서 여기서 떨어 지는것만 보니
참 ......

수주는 쌍
있지도 않은 수주는

몇달동안 여기서 이짓거리 하는 나도 .

다른거 아무거나 대형주 잡아도 이거 보다는 낮겄다

일년후
이년후
삼년후

수주 초초초초초초초 읽기 라고

병걸리는거보다 갈아 타는게 심상에 좋컸다 쌍",
2025.06.25 13:26,JP모간53만/한국42만/KB29만/신한...,buba****,010140,305066503,1,146,3,0,"희대의사기꾼 JP모간/한국증권/KB증권/신한증권 4마리악마 날강도늄들은 지옥으로--- 지옥으로----


==> 한국증권/KB증권 2마리악마늄들 말이 증권사지 완전 사기꾼 시래기늄들이다-이런 악마 미찐늄은
이용하지 말자

==> 한국증권악마 도적늄 개짓하는거보니 야바위 사기꾼늄이다",
2025.06.25 13:25,머 거창하게 수주타령만. 해대더니,ag******,010140,305066449,0,75,1,0,"주가 꼬락서니가 이게 뭐고 ?
좀 상식선에서 놀아라",
2025.06.25 13:24,16660에 들어옴,ggom****,010140,305066216,0,90,1,0,30분봉 차트상...지지해줄거 같은데...16500까지 떨어질수도잇지만...ㅠ,
2025.06.25 13:23,그동안 수주했다는게,ag******,010140,305066071,2,127,1,0,통통배를 수주했냐 ?,오늘은 3만원 헛소리 안보인다 ㅋㅋㅋ | ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2025.06.25 13:22,키움매수1위40만주-이러니 삼중주가 허우...,buba****,010140,305065923,0,70,0,0,"13시20분 모대형 증권사늄 데이타 =>외인매도68.5만주+ 개관매도3.5만주 - 데이타 제공한

증권사 사기꾼늄도 매도하고있다

KB증권악마늄 매도29만주 = 코스피 3077억원매도하는 금융투자악마 시래기늄 매도다",
2025.06.25 13:21,종가,be******,010140,305065753,1,90,1,0,"16,810",
2025.06.25 13:11,솔직히 삼중이가 1.5 넘기는게 말이되냐...,macd****,010140,305064381,2,217,0,5,1~1.1 에무하는게 삼중이지,삼성중공업 감정 대신 전략으로 대응 하라. http://poobi.digital | 맞다
2025.06.25 13:01,"신한증권악마 이용말자,신한카드짤라버리자",buba****,010140,305063108,0,77,2,0,"신한 악마글자 들어간 흉악하고 더러운 신한악마증권/신한악마카드 갸잡것 도적늄들은 이용하지말자


==> 신한증권 개만도못한 즘승악마 날강도늄 매도20만주",
2025.06.25 13:00,공매,thdd****,010140,305062933,2,214,3,0,맛집이네,계단식 하락 돔황챠 고점
2025.06.25 12:32,공매도 사유,qkrt****,010140,305059628,1,376,3,1,"올라도 너무 올랐다 판단 되나 봄.
부인할 수 없긴 합니다.",개잡주 답이없다
2025.06.25 12:25,유튜브 보면 맨날 발주떳대~ 급등한대~,jm******,010140,305058805,3,297,4,1,현실은 급 운지~,벌레놈들 왜캐 많아졋나.. 돈없는 2찌기들도 주식판 기어들어오는거 보니 팔때가 됐구만.. | 그런거 보고 주식하냐? ㅋㅋㅋㅋㅋㅋ | 유튜브 보지 마세요 보는순간 빠져들어
2025.06.25 12:17,상법개정 기업밸류업,enfn****,010140,305057884,0,156,1,0,"■● 증시페러다임이 바뀌었다
enfn****2025.06.14. 09:27조회수 100

어제 이스라엘의 이란 공습으로
코스피 기관만 매도했다
우크라 러시아 전쟁 1년이 넘어도 주식시장에 미치는 영향은 일시적이었다 미증시 닛케이지수 사상최고가로 올랐다

이런 학습효과는 오래가지않았고
관세같은 정책이 더많은 영향을 받는다는점을 기관이라는 전문가집단이 전문가행세사기범을 따라 한국증시를 사기판으로 이끌었다

왜 코스피가 미증시보다 1/5에 불과한가
실적없는 적자 자본잠식종목들로 성장성이라는 사기재료로 사채꾼과함께 전환사채 증자받아 찌라시 기대심리를 부추겨 100배씩 튀기는 사기판에 실적우량주들이 소외받으니 양극화가 800배에 달하는 사기증시 사기공화국이 고착화의 폐습으로 염증을 느끼고 차라리 잘오르는 미국증시 해외증시로 눈돌리고 발길을 돌리게 되는 코스피불신이 극도에 달했던것이다
이게 30년 폐습에 전문가행세사기범들 추천종목 주가만 비 이성적 비상식적으로 올리고 개인들은 쇠뇌되어 전문가행세사기범을 교주로 따르게되고 눈뜬당달이 되어버렸다
눈뜬당달로 만들은 사기범은 맘놓고 개인 1440만명을 사냥해왔던것이고 개인 95%이상 손실을 입혔다 소외종목 소액주주는시장불신 최고조가 되고 정부불신으로 상법개정에 기대를 걸게되었고 이재명이 당선되었다
1440만 개투가 당락의 바로미터가 되었다 국회의원선거 거대야당 대선에서도 ㅡㅡ

한국증시의 페러다임이 실적이라는 뿌리를 파해치고 성장성이라는 숲으로 사기판을 처온것임을 알수있다
실적이 최종목표인것을 목적없는 사기판을 벌여온자듬이 증권방송 유튜버 리딩방에서 성정성을 이유로 사기행각을 벌여온것이다

그래서 대주주의 독식 배당적게주고 쪼개기상장 합병 불식회계불공정거래 시장불신 사기조장의 폐습을 바로잡지않으면 사기증시를 바로잡을 수 없음에 주식시장법인 자본시장법과 상법개정을 정책에 우선과제로 바로잡으려는것이다

PBR을 개인이 알게되면 사기치는데 방해로 여기는 전문가행세사기범은 PBR을 쓰레기라고했고 기업밸류업에 반기를 들고 배척해온자들부터 척결해야 되는것이다
고름은 살이되지않고 도려내는 수술로 새살이 돋는 건강을 회복할수있듯이 사기범들을 빠른시일에 검거 구속하지못하면 새정부도 지난정부나 다름없게되는것이다 사기범 2000명정도는 구속되어야 정상화가 빨라질것이다

상법개정 즉시시행 OK

■●한국증시를 정상화 하려면
실적이라는 몸체에 성장성이라는 프리미엄이 더하는게 정상인데
몸체를 죽이고 영혼만이면 시체가 되는것이다
그래서 실적이라는 뿌리를 다시심어야 사기공화국 사기천국을 막을수있는것이다
그래야 코리아디스카운터 기업밸류업을 성공으로 이끌수있는것이다
그리고 금감원을 정상작동시키지않으면 개혁이 안된다
금감원 주식담당과 연기금 운용단을 주식의 기본교육 이수 수료자만 담당할수있게 제도화해야 법과 정책이 실행될수있기 때문이다
잘못된 주식교과서를 바로잡고 이수 수료하지않으면 눈뜬당달 공무원이 무엇을 할수있는가

작심삼일이 된다면 사기공화국에서 벗어날수없음을 새정부는 각인하고 서정쇄신을 해야될것이다
ㅡㅡㅡㅇㅇ ㅡㅡㅡ

● 주식의 가장 기본이자 핵심이
PBR BPS EPS 임을 알아야된다 고평가 저평가를 한눈에 볼수있기때문이고 사기당하지않는 핵심이다
그리고 차트는 월봉차트로 추세파악이 중요하다 고점대인지 저점대인지 상투인지 아닌지를 알아야된재무 주요재무만 봐도 3년실적 증감을 볼수있다

세방은 기업밸류업에 가장 메리트있는 저평가로 가장많이 오를수밖에 없음은 자명할것이다

주당순자산까지는 기본상승구간이고 월봉차트 바닥탈출은 기정사실이고 전고점 52900원 돌파는 확실한것이 실적 누적유보율 1조가 넘었고 분기배당도 가능하고 무상증자도 가능하고 자회사 세방전지 지분 40%만해도 6000억이넘고 세방전지 실적도 가파른 급증세로 당기순이익의 40%가 1000억에 육박하고 현대차 기아에 공급하는 밧데리와 리튬밧데리모듈팩 장착으로 안정성과 해외지사 운용으로 글로벌화하고있으니 성장성도 상당하므로 세방의 실적성장은 확보된것이다
향후 수소엔진전기차시대로 게임체인저가 되어도 현대차 기아 세방전지는 성장할수있는것이다
한국기술연구원에서 수소엔진전기차를 개발한지 1년넘었고 헌대차가 실용화로 세계1위 기술력이기 때문이다 현대차 미국공장 휴머노이드로 조립하고있음을 알수있다
그래서 K로봇은 걸음마로 외상으로 올린 주가거품 레인보우는 아직도 PBR 40배 거품이고
바이오는 찌라시로 올린 주가거품임을 펩트론 리가켐 알테 올릭스 PBR로 확인된다
그래서 이차전지 로봇 바이오 실적을 보라는것이다
외상으로 올린 주가거품 사기에 세방같은 저평가종목이 소외 배척이
자본시장 상법개정으로 1/5주가가 정상으로 회복할수밖에 없음을 인지해야되는것이다

세방 1차목표가를 PBR 1 .
BPS 53392원이 되는것이고 지금 매수해도 400%가까이 수익이 난다는 계산이다

매수해야될 종목은
세방 삼양홀딩스
현대차(PBR 0.47배로 청산가치의 절반도 안되는 저평가 외인의 지속매수로 외국인이 주식기본이 우위),기아, 세방전지 로 압축

작성자글 더보기 보시라",
2025.06.25 12:07,쌩뚱 맞는 이야기 같지만 비보존제약 관심...,leee****,010140,305056815,2,169,0,3,"특검에서 마약 수사를 완결 할
가능성이 매우 높으니까요
그동안 기득권 세력들이 마약
장사를 하느라고
세계적인 비마약 진통제를
세계 최초로
개발 하였지만
이것이 세계화가 늦어지고 있는것은 더러운 기득권 세력들이 있기 때문인것 같으니까요
마약 수사만 제대로 되면
주가 50만원 돌파도 가능 할것
같아요
마약 치료 효과까지 있다고
하니 이보다 더 좋은 의약이
또 어디에 있겠어요
노벨 의학상감 아닌가요","개잡주도 언젠가는 폭발 하겠지 | 삼성중공업 참고하세요 ""슈퍼개미 정규방"" <<검색"
